UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
188216,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",637679,"R",6736164,"R",281025,"R",696729,"R",0,"R",696729,"R",0,"A",,"R",0,"A",,"R",0,"R",8351597,"R",14880700,"R",0,"R",0,"R",6736164,"R",281025,"R",0,"R",696729,"R",0,"R",0,"R",22594618,"R",30946215,"R",212314,"R",0,"R",0,"R",0,"R",212314,"R",31158529,"R",6790874,"R",3893432,"R",0,"R",0,"R",0,"R",0,"R",1366593,"R",997946,"R",6813055,"R",2945936,"R",3881348,"R",3659890,"R",1326653,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",65895,"R",0,"R",20244418,"R",11497204,"R",3823175,"R",2255804,"R",0,"R",0,"R",2668235,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1065280,"R",27803,"R",46867,"R",0,"R",252598,"R",0,"R",1392548,"R",65895,"Z",0,"R",65895,"R",1326653,2 ,"A",,"A",
188225,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",738586,"R",3511509,"R",364232,"R",128007,"R",0,"R",128007,"R",25362,"A",,"R",0,"A",,"R",1001992,"R",5769688,"R",0,"R",3634400,"R",2213024,"R",1542405,"R",0,"R",0,"R",424037,"R",79937,"R",0,"R",7893803,"R",13663491,"R",3251120,"R",0,"R",0,"R",0,"R",3251120,"R",16914611,"R",2981673,"R",2095344,"R",234419,"R",43707,"R",4041537,"R",1737212,"R",468169,"R",313033,"R",754340,"R",498547,"R",2041666,"R",861011,"R",1160273,"R",36304,"R",1387,"A",,"A",,"A",,"A",,"R",3726749,"R",0,"R",15445130,"R",5550241,"R",4279636,"R",1404623,"R",0,"R",0,"R",4210630,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1542405,"R",0,"R",30319,"R",0,"R",0,"R",6693,"R",1579417,"R",409791,"R",9353,"R",419144,"R",1160273,2 ,"A",,"A",
188261,"R",4886330,"R",18954123,"R",1103790,"R",20057913,"R",24944243,"R",3041067,"R",12782,"R",751025,"R",763807,"R",75994,"R",15578071,"R",15654065,"R",16417872,"R",1102218,"R",18954123,"R",1103790,"R",211780,"R",-9804473,"R",10465220,"R",848272,"R",0,"R",20287998,"R",262244,"R",111418,"R",21509932,"R",9578738,"R",0,"R",1145816,"R",7463662,"R",9981493,"R",-2517831,"R",12983051,"R",0,"R",10465220,"R",268531,"R",68794,"R",242213,"R",3023,"Z",0,"R",3023,"R",176753,"A",,"R",31065,"A",,"R",966954,"R",1757333,"R",0,"R",4129000,"R",289680,"R",805460,"R",98600,"R",0,"R",42044,"R",23158,"R",0,"R",5387942,"R",7145275,"R",153121,"R",0,"R",47445,"R",117821,"R",318387,"R",7463662,"R",2304191,"R",1453992,"R",0,"R",0,"R",370815,"R",121091,"R",642992,"R",305856,"R",719318,"R",442134,"R",1113298,"R",775375,"R",498199,"R",340823,"R",62403,"A",,"A",,"A",,"A",,"R",3991857,"R",232690,"R",9981493,"R",3393541,"R",1047079,"R",645933,"R",852216,"R",0,"R",4042724,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",785713,"R",19747,"R",98600,"R",0,"R",42044,"R",195404,"R",1141508,"R",470978,"R",172331,"R",643309,"R",498199,1 ,"R",1056344,"R",1103790
188304,"R",26041535,"R",55462573,"R",4128706,"R",59591279,"R",85632814,"R",17740373,"R",1053374,"R",2859724,"R",3913098,"R",14801925,"R",88282150,"R",103084075,"R",106997173,"R",9356605,"R",39607274,"R",10949500,"R",4257509,"R",-67794874,"R",-12980591,"R",10768574,"R",0,"R",103183207,"R",23579036,"R",1025398,"R",138556215,"R",83093642,"R",0,"R",0,"R",50293871,"R",53435544,"R",-3141673,"R",-9838786,"R",-132,"R",-12980591,"R",11382595,"R",791559,"R",2409952,"R",177305,"R",98802,"R",78503,"R",4395460,"R",0,"R",0,"R",0,"R",1867155,"R",21024026,"R",0,"R",19887300,"R",0,"R",5347082,"R",0,"R",0,"R",0,"R",730042,"R",0,"R",25964424,"R",46988450,"R",3305421,"R",0,"R",0,"R",0,"R",3305421,"R",50293871,"R",17447569,"R",10063032,"R",359214,"R",72632,"R",2720719,"R",1380959,"R",2422266,"R",1006558,"R",3260892,"R",1925361,"R",7406624,"R",3236386,"R",1594137,"R",7568358,"R",1103409,"R",0,"R",0,"R",0,"R",0,"R",10655765,"R",1507770,"R",53435544,"R",20296107,"R",17076520,"R",2869277,"R",3814330,"R",581166,"R",8798144,1 ,"R",10973541,"R",69988807,"R",3329043,"R",17740373,"R",327744,"R",17772596,"R",6027562,"R",0,"R",5141434,"R",205648,"R",5915599,"Z",0,"R",4500,"R",1746822,"R",13014003,"R",6431732,"R",4988134,"R",11419866,"R",1594137,1 ,"R",12241921,"R",14380926
188438,"R",25876234,"R",75839791,"R",5933498,"R",81773289,"R",107649523,"R",7697467,"R",126456,"R",11962680,"R",12089136,"R",340353,"R",61813084,"R",62153437,"R",74242573,"R",3878086,"R",54774023,"R",0,"R",7261263,"R",-24808955,"R",37226331,"R",394600,"R",0,"R",69800363,"R",7149794,"R",4462614,"R",81807371,"R",25566541,"R",0,"R",0,"R",42172743,"R",46845362,"R",-4672619,"R",39469472,"R",2429478,"R",37226331,"R",8068054,"R",1459100,"R",1881548,"R",0,"R",0,"R",0,"R",3517478,"A",,"R",532275,"A",,"R",0,"R",15458455,"R",0,"R",8309689,"R",6961097,"R",5855467,"R",2404132,"R",0,"R",319264,"R",376192,"R",1207970,"R",25433811,"R",40892266,"R",1280477,"R",0,"R",0,"R",0,"R",1280477,"R",42172743,"R",18515819,"R",9263084,"R",0,"R",0,"R",0,"R",0,"R",3974051,"R",1942406,"R",6639874,"R",2861921,"R",9364133,"R",2878270,"R",1940304,"R",5130704,"R",182085,"A",,"A",,"A",,"A",,"R",1280477,"R",0,"R",46845362,"R",17127766,"R",5980691,"R",5535350,"R",1393129,"R",12196,"R",16796230,1 ,"R",1538101,"R",1490462,"R",1620688,"R",2524244,"R",3760876,"R",37472622,"R",1655762,"R",5173223,"R",5855467,"R",109653,"R",2871048,"R",0,"R",193322,"R",142997,"R",9172487,"R",7232183,"R",0,"R",7232183,"R",1940304,1 ,"R",1050765,"R",1058292
189547,"R",17956590,"R",69710839,"R",1156929,"R",70867768,"R",88824358,"R",11111362,"R",0,"R",9818125,"R",9818125,"R",0,"R",58702567,"R",58702567,"R",68520692,"R",24925977,"R",69710839,"R",0,"R",0,"R",-63221788,"R",6489051,"R",2605763,"R",4395614,"R",89587261,"R",9468691,"R",14490809,"R",120548138,"R",50837299,"R",0,"R",0,"R",71616174,"R",64487693,"R",7128481,"R",-639430,"R",0,"R",6489051,"R",13046478,"R",736543,"R",2083460,"R",1558669,"R",0,"R",1558669,"R",0,"A",,"R",0,"A",,"R",0,"R",17425150,"R",0,"R",14305783,"R",12772119,"R",12412572,"R",4837721,"R",0,"R",167776,"R",8861,"R",1639344,"R",46144176,"R",63569326,"R",8046848,"Z",0,"Z",0,"R",0,"R",8046848,"R",71616174,"R",32501693,"R",18910239,"R",0,"R",0,"R",0,"R",0,"R",8371723,"R",4397106,"R",4892031,"R",2519550,"R",14946489,"R",5047184,"R",3775757,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",64487693,"R",30874079,"R",14605107,"R",5848486,"R",2893189,"R",0,"R",10266832,1 ,"R",3285652,"R",3167919,"R",3143774,"R",5310208,"R",2982046,"R",54106992,"R",20752136,"R",5801154,"R",12203407,"R",209164,"R",5571119,"R",0,"R",1350124,"R",0,"R",19333814,"R",15558057,"R",0,"R",15558057,"R",3775757,1 ,"R",32498176,"R",35621315
189839,"R",8698000,"R",26058990,"R",614534,"R",26673524,"R",35371524,"R",4339482,"R",0,"R",4322107,"R",4322107,"R",0,"R",38572617,"R",38572617,"R",42894724,"R",11033398,"R",25119702,"R",10163,"R",0,"R",-39346981,"R",-14217116,"R",1283163,"R",0,"R",48611627,"R",5928865,"R",1114384,"R",56938039,"R",30879049,"R",0,"R",0,"R",35883228,"R",34937333,"R",945895,"R",-15163011,"R",0,"R",-14217116,"R",8538667,"R",156793,"R",1417048,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"A",,"R",500409,"R",10612917,"R",0,"R",7573677,"R",8311416,"R",5098757,"R",2511574,"R",0,"R",0,"R",7424,"R",168516,"R",23671364,"R",34284281,"R",1598947,"Z",0,"Z",0,"R",0,"R",1598947,"R",35883228,"R",14419931,"R",8386639,"R",0,"R",0,"R",208104,"R",42069,"R",5307347,"R",2496897,"R",4447087,"R",2452305,"R",6827030,"R",2378867,"R",3727834,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",34937333,"R",15756777,"R",6033861,"R",4483961,"R",1093287,"R",0,"R",7569447,1 ,"R",1776502,"R",1078372,"R",1718086,"R",3116893,"R",818280,"R",36009655,"R",8852051,"R",1222589,"R",5071521,"R",108663,"R",2354230,"R",0,"R",311919,"R",0,"R",7846333,"R",4118499,"R",0,"R",4118499,"R",3727834,1 ,"R",14899866,"R",14388540
190035,"R",1217286415,"R",299797015,"R",614855606,"R",914652621,"R",2131939036,"R",26058319,"R",141636605,"R",533294324,"R",674930929,"R",772439752,"R",146324209,"R",918763961,"R",1593694890,"R",21724716,"R",-112045573,"R",306136424,"R",17280381,"R",331206517,"R",542577749,"R",15407905,"R",3279838,"R",143760476,"R",88286357,"R",85572885,"R",336307461,"R",217524510,"R",245761194,"R",36020795,"R",767905223,"R",468390730,"R",299514493,"R",243063257,"R",-1,"R",542577749,"R",7876161,"R",3520997,"R",2996880,"R",91070212,"R",80120570,"R",10949642,"R",0,"A",,"R",0,"A",,"R",11930667,"R",117394917,"R",0,"R",128650201,"R",91662646,"R",0,"R",0,"R",0,"R",2380664,"R",22426890,"R",27245328,"R",272365729,"R",389760646,"R",378144577,"R",0,"R",0,"R",0,"R",378144577,"R",767905223,"R",70126777,"R",50933158,"R",4500000,"R",4033991,"R",20834311,"R",4998978,"R",128785190,"R",13045621,"R",16905805,"R",14124841,"R",48449849,"R",22353891,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",178788798,"R",0,"R",468390730,"R",109490480,"R",49269842,"R",85232974,"R",25951537,"R",5787552,"R",192658345,1 ,"R",1700016,"R",44670081,"R",12636523,"R",2774112,"R",12723823,"R",76847865,"R",9088193,"R",17435324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",26795194,"R",28265313
190053,"R",2184971,"R",22514575,"R",207577,"R",22722152,"R",24907123,"R",1900255,"R",0,"R",1516871,"R",1516871,"R",0,"R",21611427,"R",21611427,"R",23128298,"R",7359062,"R",22514575,"R",0,"R",0,"R",-26194557,"R",-3679982,"R",291656,"R",0,"R",44981613,"R",9893841,"R",0,"R",55167110,"R",32652535,"R",0,"R",0,"R",15989058,"R",15662371,"R",326687,"R",-4006669,"R",0,"R",-3679982,"R",2088882,"R",87895,"R",382475,"R",29616,"Z",0,"R",29616,"R",0,"A",,"R",0,"A",,"R",1743203,"R",4332071,"R",0,"R",2932731,"R",3473556,"R",1977426,"R",1253339,"Z",0,"R",500000,"Z",0,"R",70348,"R",10207400,"R",14539471,"R",1229136,"Z",0,"Z",0,"R",220451,"R",1449587,"R",15989058,"R",4868177,"R",3517518,"R",0,"R",0,"R",0,"R",0,"R",576163,"R",365408,"R",1568674,"R",844643,"R",4093666,"R",1611673,"R",1388247,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",3167444,"R",526820,"R",15662371,"R",6866062,"R",3883159,"R",549242,"R",1797376,"R",0,"R",2566532,1 ,"R",229913,"R",772470,"R",667835,"R",1201734,"R",-971219,"R",20273252,"R",6495396,"R",698521,"R",1913690,"R",44422,"R",1478209,"R",0,"R",45726,"R",107209,"R",3589256,"R",2201009,"R",0,"R",2201009,"R",1388247,2 ,"A",,"A",
190169,"R",6433110,"R",22435044,"R",283065,"R",22718109,"R",29151219,"R",2331999,"R",0,"R",2767187,"R",2767187,"R",0,"R",35629778,"R",35629778,"R",38396965,"R",8350268,"R",22435044,"R",0,"R",0,"R",-37699059,"R",-15264015,"R",5314,"R",546442,"R",35496822,"R",7305408,"R",0,"R",43353986,"R",20918942,"R",0,"R",0,"R",21907626,"R",18141915,"R",3765711,"R",-19029728,"R",2,"R",-15264015,"R",1991047,"R",980913,"R",198892,"R",0,"R",0,"R",0,"R",0,"A",,"R",166498,"A",,"R",68595,"R",3405945,"R",68114,"R",3155032,"R",8396949,"R",2163929,"R",756580,"R",79652,"R",0,"R",17956,"R",0,"R",14638212,"R",18044157,"R",3863469,"R",0,"R",0,"R",0,"R",3863469,"R",21907626,"R",7314005,"R",4384571,"R",0,"R",0,"R",1314088,"R",99200,"R",1653849,"R",974636,"R",1838995,"R",1063028,"R",5404981,"R",2316418,"R",14604,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",601393,"R",0,"R",18141915,"R",8837853,"R",4417054,"R",2422403,"R",953876,"R",0,"R",1510729,1 ,"R",867651,"R",34915688,"R",914993,"R",1498741,"R",-332311,"R",33903912,"R",7311865,"R",833258,"R",2163929,"R",68114,"R",756579,"R",0,"R",0,"R",0,"R",2988622,"R",2974018,"R",0,"R",2974018,"R",14604,1 ,"R",34500,"R",3312511
190442,"R",14022418,"R",41900924,"R",4436770,"R",46337694,"R",60360112,"R",1681586,"R",0,"R",5522586,"R",5522586,"R",0,"R",19149584,"R",19149584,"R",24672170,"R",925637,"R",35209470,"R",2830938,"R",114121,"R",-1710638,"R",36443891,"R",6273636,"R",0,"R",81402100,"R",9086803,"R",2191187,"R",98953726,"R",51569728,"R",0,"R",0,"R",31298722,"R",35476274,"R",-4177552,"R",39964044,"R",657399,"R",36443891,"R",6482558,"R",0,"R",42249,"R",0,"R",0,"R",0,"R",540325,"A",,"R",0,"A",,"R",1453516,"R",8518648,"R",0,"R",9761005,"R",7455985,"R",5563084,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22780074,"R",31298722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31298722,"R",15095010,"R",8852680,"R",0,"Z",0,"R",0,"Z",0,"R",3364115,"R",1743373,"R",1370639,"R",753653,"R",6804506,"R",2839305,"R",675140,"R",1306980,"R",0,"A",,"A",,"A",,"A",,"R",6859884,"R",0,"R",35476274,"R",14189011,"R",6163478,"R",2530646,"R",3294496,"R",0,"R",9298643,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4742697,"R",820387,"R",2353805,"R",0,"R",0,"R",0,"R",7916889,"R",7241749,"R",0,"R",7241749,"R",675140,1 ,"R",528018,"R",532545
190512,"R",56452922,"R",202510289,"R",149592545,"R",352102834,"R",408555756,"R",35473510,"R",4440201,"R",48963809,"R",53404010,"R",349399100,"R",248406164,"R",597805264,"R",651209274,"R",36322163,"R",-24086913,"R",23760876,"R",298722,"R",-243474856,"R",-243502171,"R",20559000,"R",1300492,"R",530670985,"R",12847031,"R",105976610,"R",671354118,"R",341700154,"R",199161,"R",0,"R",292333919,"R",327681705,"R",-35347786,"R",-208154385,"R",0,"R",-243502171,"R",103266415,"R",2746049,"R",22726039,"R",8563996,"R",249148,"R",8314848,"R",0,"R",0,"R",0,"R",0,"R",4508203,"R",141810702,"R",0,"R",75403443,"R",2384085,"R",38644729,"R",0,"R",0,"R",617,"R",554330,"R",33294157,"R",150281361,"R",292092063,"R",241855,"R",0,"R",0,"R",1,"R",241856,"R",292333919,"R",161245848,"R",100883423,"R",2570597,"R",953717,"R",1124074,"R",693640,"R",21144405,"R",6246780,"R",26631935,"R",17101083,"R",39915476,"R",25054584,"R",21429936,"R",1186584,"R",193786,"R",0,"R",0,"R",0,"R",0,"R",52432850,"R",1,"R",327681705,"R",151127014,"R",79736858,"R",20580890,"R",13048612,"R",15933339,"R",47254992,1 ,"R",13519958,"R",55592922,"R",20906999,"R",252119,"R",18589051,"R",184538562,"R",15415163,"R",31679354,"R",38644729,"R",654468,"R",23638225,"R",1688413,"R",4211637,"R",13594147,"R",82431619,"R",61001683,"R",0,"R",61001683,"R",21429936,1 ,"R",188254209,"R",201316233
190521,"R",83858077,"R",182516753,"R",125095393,"R",307612146,"R",391470223,"R",2863191,"R",5204881,"R",53636230,"R",58841111,"R",205410299,"R",6272765,"R",211683064,"R",270524175,"R",0,"R",118654242,"R",-7939645,"R",0,"R",13094642,"R",123809239,"R",44542996,"R",2885500,"R",324400289,"R",42865818,"R",80417382,"R",495111985,"R",187994162,"R",261312,"R",0,"R",368373923,"R",345572344,"R",22801579,"R",101007661,"R",-1,"R",123809239,"R",40868702,"R",6007854,"R",40930053,"R",5057421,"R",1590511,"R",3466910,"R",0,"A",,"R",0,"A",,"R",1739664,"R",94603694,"R",0,"R",75674174,"R",63781781,"R",81548015,"R",0,"R",0,"R",0,"R",5115,"R",35391442,"R",256400527,"R",351004221,"R",17369702,"R",0,"R",0,"R",0,"R",17369702,"R",368373923,"R",189042022,"R",113317482,"R",627954,"R",218932,"R",1949944,"R",1231212,"R",22286390,"R",7224051,"R",28614577,"R",16037090,"R",41636473,"R",25062941,"R",44721487,"R",2498747,"R",502621,"A",,"A",,"A",,"A",,"R",14194750,"R",0,"R",345572344,"R",163594329,"R",66354743,"R",43861612,"R",12584874,"R",9367701,"R",49809085,1 ,"R",0,"R",0,"R",0,"R",0,"R",222427,"R",0,"R",0,"R",0,"R",81548015,"R",1112219,"R",29903774,"R",1159269,"R",1752029,"R",17423558,"R",132898864,"R",88177377,"R",0,"R",88177377,"R",44721487,1 ,"R",7035010,"R",7701745
190530,"R",31268987,"R",104305086,"R",131341224,"R",235646310,"R",266915297,"R",2003553,"R",4113245,"R",30104737,"R",34217982,"R",143354041,"R",4416186,"R",147770227,"R",181988209,"R",0,"R",87642434,"R",1361082,"R",83378,"R",-2156253,"R",86930641,"R",12684324,"R",2544906,"R",184049609,"R",13234251,"R",121934119,"R",334447209,"R",100020567,"R",155080,"R",0,"R",183556383,"R",190734286,"R",-7177903,"R",94108544,"R",0,"R",86930641,"R",8950877,"R",3202278,"R",20927128,"R",3516493,"R",1141618,"R",2374875,"R",0,"A",,"R",0,"A",,"R",258863,"R",36855639,"R",0,"R",28748233,"R",67846280,"R",33961645,"R",0,"R",0,"R",15,"R",31074,"R",596752,"R",131183999,"R",168039638,"R",15516745,"R",0,"R",0,"R",0,"R",15516745,"R",183556383,"R",96570906,"R",57259385,"R",601475,"R",229642,"R",2882777,"R",1936338,"R",15825157,"R",8564611,"R",14871939,"R",8814538,"R",28073449,"R",17571665,"R",22588536,"R",1028571,"R",231611,"A",,"A",,"A",,"A",,"R",8291476,"R",1,"R",190734286,"R",94607791,"R",39629717,"R",19099629,"R",6003750,"R",8368343,"R",23025056,1 ,"R",0,"R",0,"R",0,"R",0,"R",207123,"R",0,"R",0,"R",0,"R",33961645,"R",263932,"R",13824687,"R",506072,"R",226554,"R",11590102,"R",60372992,"R",37784456,"R",0,"R",37784456,"R",22588536,1 ,"R",720763,"R",740019
190549,"R",50346047,"R",226443186,"R",216170855,"R",442614041,"R",492960088,"R",33999790,"R",4557513,"R",42430239,"R",46987752,"R",346853718,"R",245292652,"R",592146370,"R",639134122,"R",35128600,"R",84305825,"R",10149799,"R",36352,"R",-241794820,"R",-147302844,"R",24179895,"R",62382381,"R",432231398,"R",34948783,"R",188124088,"R",741866545,"R",306829460,"R",820559,"R",0,"R",286878863,"R",313217837,"R",-26338974,"R",-120963871,"R",1,"R",-147302844,"R",60729955,"R",6321987,"R",25148481,"R",11061694,"R",6450548,"R",4611146,"R",51194,"R",0,"R",0,"R",0,"R",2099513,"R",105412824,"R",0,"R",97943738,"R",2745311,"R",43384021,"R",0,"R",0,"R",226340,"R",304681,"R",30158134,"R",174762225,"R",280175049,"R",6703814,"R",0,"R",0,"R",0,"R",6703814,"R",286878863,"R",153885870,"R",91556812,"R",13387436,"R",4559605,"R",1738043,"R",859552,"R",25404030,"R",9175232,"R",25903604,"R",14536869,"R",36838237,"R",22973402,"R",18837703,"R",2953783,"R",1061661,"R",0,"R",0,"R",0,"R",0,"R",34269131,"R",0,"R",313217837,"R",144723133,"R",77407401,"R",29548537,"R",16935255,"R",16406339,"R",28197172,1 ,"R",13054732,"R",54084939,"R",20192435,"R",-292921,"R",18037068,"R",181029315,"R",14936165,"R",30641465,"R",43384021,"R",533824,"R",24890112,"R",1427523,"R",4000321,"R",15327906,"R",89563707,"R",70726004,"R",0,"R",70726004,"R",18837703,1 ,"R",90459615,"R",98046476
190558,"R",23732680,"R",76037287,"R",113660298,"R",189697585,"R",213430265,"R",25935357,"R",2403609,"R",25880831,"R",28284440,"R",184661703,"R",187138089,"R",371799792,"R",400084232,"R",27035823,"R",-1602583,"R",2506570,"R",584083,"R",-189242503,"R",-187754433,"R",72402659,"R",8083277,"R",303708786,"R",26133871,"R",62571581,"R",472900174,"R",287895775,"R",66800,"R",0,"R",205155953,"R",224254997,"R",-19099044,"R",-168655389,"R",0,"R",-187754433,"R",41786153,"R",3464732,"R",21856424,"R",3983074,"R",1041629,"R",2941445,"R",49976,"R",0,"R",0,"R",0,"R",2324990,"R",73465349,"R",0,"R",70366910,"R",14920870,"R",30872391,"R",0,"R",0,"R",2615,"R",73699,"R",7809914,"R",124046399,"R",197511748,"R",7644205,"R",0,"R",0,"R",0,"R",7644205,"R",205155953,"R",114129844,"R",73002875,"R",5258031,"R",1715367,"R",2394166,"R",1340780,"R",14044682,"R",5529607,"R",19793408,"R",11666232,"R",27109562,"R",14372678,"R",16131474,"R",1308267,"R",300331,"R",0,"R",0,"R",0,"R",0,"R",24085563,"R",0,"R",224254997,"R",107927870,"R",59071860,"R",21203006,"R",6358370,"R",10181167,"R",19512724,1 ,"R",9896108,"R",42392849,"R",15641376,"R",226907,"R",14189457,"R",136689842,"R",11394447,"R",23385870,"R",30872391,"R",583568,"R",19627994,"R",874136,"R",242816,"R",13389990,"R",65590895,"R",49459421,"R",0,"R",49459421,"R",16131474,1 ,"R",9287295,"R",9418226
190567,"R",61491721,"R",996640060,"R",220752742,"R",1217392802,"R",1278884523,"R",44994485,"R",13472554,"R",45300776,"R",58773330,"R",1012664335,"R",295069794,"R",1307734129,"R",1366507459,"R",41327896,"R",129748345,"R",43835630,"R",17278722,"R",-274819044,"R",-83956347,"R",5637000,"R",12681370,"R",1572495139,"R",85734166,"R",159945017,"R",1836492692,"R",676472867,"R",296692,"R",0,"R",400906305,"R",503627470,"R",-102721165,"R",18764818,"R",0,"R",-83956347,"R",58291640,"R",31145492,"R",27273782,"R",29630579,"R",11919876,"R",17710703,"R",0,"R",0,"R",0,"R",0,"R",3064363,"R",149405856,"R",0,"R",152935877,"R",3073151,"R",38001017,"R",0,"R",0,"R",481689,"R",1227066,"R",15659114,"R",211377914,"R",360783770,"R",40122535,"R",0,"R",0,"R",0,"R",40122535,"R",400906305,"R",238385043,"R",113646065,"R",71712786,"R",19762688,"R",9620370,"R",1981142,"R",40498728,"R",8240797,"R",23080472,"R",10903834,"R",48549777,"R",29485915,"R",25632109,"R",3812045,"R",309138,"R",0,"R",0,"R",0,"R",0,"R",42336140,"R",0,"R",503627470,"R",184329579,"R",95924888,"R",49213479,"R",45420399,"R",75010571,"R",53728554,1 ,"R",15426552,"R",63178874,"R",23945098,"R",-265506,"R",22760961,"R",209942164,"R",17382798,"R",35720614,"R",38001017,"R",514783,"R",24468492,"R",1514002,"R",6464685,"R",18151098,"R",89114077,"R",63481968,"R",0,"R",63481968,"R",25632109,1 ,"R",309144884,"R",320345295
